Date,Open,High,Low,Close,Volume
2017-01-03,65.46926761099466,66.03816282108549,64.58516997814877,65.34626007080078,1052900
2017-01-04,65.68454025084884,66.45331996028172,65.38471663339591,66.39950561523438,925800
2017-01-05,66.39951492913184,66.91459599902488,65.10027516104158,65.59998321533203,605200
2017-01-06,65.6307126417783,67.22976965658188,65.46158020143308,67.0375747680664,773500
2017-01-09,66.8069422360112,68.01392586179907,66.37642171139811,67.47577667236328,1083900
2017-01-10,67.42197431562478,68.09850417504569,67.16059204472006,67.63723754882812,861700
2017-01-11,67.69870747978469,68.63661922240546,67.56032696258949,68.0523452758789,566200
2017-01-12,67.7294691908028,68.2676183315022,66.10734406246515,66.79155731201172,654400
2017-01-13,66.85307129518158,67.66797576969232,66.58399961636414,67.0529556274414,438800
2017-01-17,66.74542558570961,66.74542558570961,65.65376027298981,65.861328125,661900
2017-01-18,65.9843632219698,66.82233028168818,65.6307252629335,66.62245178222656,561800
2017-01-19,66.65317542205108,67.36045696789309,65.62301378285692,65.93052673339844,410200
2017-01-20,66.24573795909252,66.86076399668528,65.93054136718538,66.15348815917969,739100
2017-01-23,66.45330296633537,68.0062350015197,66.43024051940188,67.90629577636719,669000
2017-01-24,68.37525538772546,70.93528684407897,68.28299972975896,70.78922271728516,1358500
2017-01-25,73.41843931263584,73.41843931263584,71.50418007651274,72.80341339111328,1152500
2017-01-26,72.74958021360644,72.98790577574073,71.70403993710863,72.28062438964844,878600
2017-01-27,72.4959203347867,72.79574391662742,71.75020316675922,71.94239807128906,713000
2017-01-30,71.88089012816003,71.88089012816003,70.32795797030433,70.58934020996094,1286400
2017-01-31,72.90335555203663,74.47166631023032,69.90511456917581,70.8660888671875,2027700
2017-02-01,70.70466068097147,71.97314819278952,69.99738485734399,71.57337951660156,1190300
2017-02-02,71.39657024702467,71.84245799911932,70.01276449135601,71.78096008300781,958500
2017-02-03,72.45746491142549,72.99560819328612,72.0423232945665,72.43440246582031,723400
2017-02-06,71.1889831633507,72.59585110813,69.05946645022784,72.41902923583984,1201800
2017-02-07,72.3729110947952,74.2179833083702,72.14996430689479,73.09556579589844,1119500
2017-02-08,73.10323462156111,73.31849779306627,69.92048818797025,72.40364837646484,3162100
2017-02-09,72.40364974307641,72.40364974307641,70.26644378374145,72.07307434082031,1159900
2017-02-10,72.14226253027842,72.64965979499478,71.31198516169452,72.33445739746094,588900
2017-02-13,72.59586288331957,73.8335985941468,72.03465115576428,72.93412780761719,1000500
2017-02-14,72.58817084631379,73.33388802164718,72.47285272940148,73.14169311523438,426200
2017-02-15,73.36464049139408,73.9027838874816,73.23394936167612,73.38770294189453,704600
2017-02-16,73.74901265523839,74.36403855955012,73.47994102159765,74.27947235107422,778700
2017-02-17,73.83361029877541,74.25643565585342,72.59587439173347,73.23396301269531,786400
2017-02-21,73.18781279143097,73.80283879417819,72.94949300139469,73.65676879882812,722800
2017-02-22,73.33388484133275,73.52607973941052,71.99620999300177,72.2652816772461,1246100
2017-02-23,72.8802836117718,73.20316952615777,71.76555005212376,72.257568359375,783300
2017-02-24,72.01925959958271,72.3805868819874,71.45036444501032,71.84243774414062,614800
2017-02-27,71.84245735884134,72.41135853405906,71.61182697850096,72.00390625,706100
2017-02-28,71.81937862787373,72.25758270304745,70.86609370150533,71.05828857421875,971600
2017-03-01,71.76556138390178,72.22682788661868,71.38117165408408,72.07307434082031,1132300
2017-03-02,72.07306948575106,72.18838756999254,71.58874057032253,71.88087463378906,866300
2017-03-03,72.14228359557279,72.38829872811098,71.46575957706354,72.0654067993164,674800
2017-03-06,71.98851331077995,72.20377063651466,70.38176693988716,70.98909759521484,741300
2017-03-07,71.11209549146919,71.57336196483605,70.46632360181987,71.07365417480469,1178900
2017-03-08,71.36579816445013,71.96544520047115,71.22741762803591,71.47342681884766,796100
2017-03-09,71.4734320444753,71.77325558440677,70.91222042095202,71.32736206054688,673200
2017-03-10,71.7578699657751,72.36520642595708,70.74308134168761,70.8660888671875,770200
2017-03-13,71.46986984139507,71.46986984139507,70.88157510860643,71.22990417480469,737300
2017-03-14,71.00543539782129,71.5782454772667,70.69580625288049,71.09832000732422,588200
2017-03-15,71.1524960184941,72.3290854451561,71.11379607113219,71.91108703613281,827400
2017-03-16,72.2671633285248,72.29038447964874,71.31505479265256,71.53179931640625,686200
2017-03-17,71.58597063203167,71.91107849855698,71.31504150424392,71.49308013916016,2332400
2017-03-20,71.77950315076558,73.19604655428878,71.26087183865565,73.07994079589844,755100
2017-03-21,73.19601729651686,73.53660980014637,70.41711035037562,70.85832977294922,686600
2017-03-22,70.95124061285186,71.37697545890224,70.44035171077076,71.30731201171875,1077400
2017-03-23,71.30732866544454,72.18202561657456,70.94351483002777,71.5550308227539,431200
2017-03-24,71.05186435593922,71.29956644422568,69.53468832697419,69.98365020751953,754400
2017-03-27,69.14768485145264,69.35668118418546,68.48198407950915,69.05479431152344,1121800
2017-03-28,68.82255355705513,70.76546463859239,68.73740540065644,70.29328155517578,848500
2017-03-29,70.05334628367588,70.37071786952475,69.534720717504,69.70501708984375,611500
2017-03-30,69.75915492244359,70.67255729248967,69.75915492244359,70.52548217773438,555500
2017-03-31,70.36294166061941,71.41567699613346,70.1152395761269,70.92027282714844,739600
2017-04-03,70.98222511502455,71.2841119786236,69.77467766062834,70.27782440185547,608900
2017-04-04,69.99913540639567,70.88931689766956,69.89850845390474,70.564208984375,808200
2017-04-05,70.75000268903884,71.34603402008948,70.25459833693071,70.30104064941406,467300
2017-04-06,70.26230721844453,71.40793302427231,70.06878978477442,71.036376953125,487000
2017-04-07,70.78866368788542,71.19118319349387,70.25455967122234,70.47129821777344,774300
2017-04-10,70.69581316482112,70.9280306169671,70.00689135045631,70.44036865234375,662400
2017-04-11,70.41714897905173,70.61066647942037,70.06881393497692,70.44811248779297,584100
2017-04-12,70.48678991425895,70.61064390963556,69.4572816296878,69.80561065673828,588900
2017-04-13,69.79015318601421,70.05333414808467,69.46503930164698,69.68177795410156,714400
2017-04-17,70.1229667586542,70.7267460464267,69.88300705697309,70.6802978515625,562500
2017-04-18,71.12928656857191,72.48390896841735,70.99769609566562,71.58599090576172,705900
2017-04-19,72.13555499524536,72.92510346625376,71.67110846510552,72.46066284179688,731300
2017-04-20,72.64646000407295,73.37408761061127,72.56905419406957,72.63871765136719,658900
2017-04-21,72.77030458116094,72.8864162339405,72.23619452178541,72.5535659790039,514500
2017-04-24,73.53664396175766,73.73016144586755,72.68516821281113,72.82450103759766,760900
2017-04-25,73.47473715944429,73.92369926343517,72.80129990914455,73.041259765625,552400
2017-04-26,73.26570539869732,73.93914232343668,72.56129906858635,73.18055725097656,617200
2017-04-27,76.82643825392503,78.18880294355614,75.69629689861999,77.59276580810547,1296500
2017-04-28,77.60049180554513,77.62371295294666,76.24586975407675,76.46260833740234,1053900
2017-05-01,76.60194101443803,76.93479123996347,76.0291310585396,76.34649658203125,645800
2017-05-02,76.37746019314108,76.81094326547571,76.23812740304842,76.46260833740234,437600
2017-05-03,76.32327441840829,76.57871884741378,76.09879348737468,76.56324005126953,818700
2017-05-04,76.60968936701443,78.11912312096905,76.54776236539476,77.80949401855469,824000
2017-05-05,78.15007950148916,79.34214759848003,77.80175048406187,79.10992431640625,946500
2017-05-08,79.03251337729382,79.28021543938873,78.00299928252822,78.4209976196289,622800
2017-05-09,78.42874533885649,78.66096862170352,77.81722953933046,77.87141418457031,464200
2017-05-10,77.7862702420051,79.59759659125396,77.76304909360304,79.48922729492188,605600
2017-05-11,79.33442687988281,79.51246556544343,78.89320724818086,79.33442687988281,586000
2017-05-12,78.9086830342908,79.24926975516833,78.66098091652336,79.20282745361328,431400
2017-05-15,79.19507958222421,79.85304363871579,79.07123148481384,79.63629913330078,532600
2017-05-16,79.81432398191978,79.86076627220568,78.76158876043138,79.64402770996094,500800
2017-05-17,79.64406174713362,79.64406174713362,77.79403492145632,77.8327407836914,501300
2017-05-18,77.39924624052014,77.43795209709045,75.93625462856775,76.80321502685547,797100
2017-05-19,76.80321977537676,77.32958756658014,76.63292344503377,76.90384674072266,855400
2017-05-22,77.09736036647169,77.69339749284845,76.81095828493902,77.33732604980469,674600
2017-05-23,77.47663823506562,77.63145572806067,76.82642248153687,77.40697479248047,605600
2017-05-24,77.55406010370433,78.72290132424332,77.52309660104522,78.66098022460938,555000
2017-05-25,78.68419031425132,79.52792349678933,78.57582102302045,78.93189239501953,391500
2017-05-26,78.93966315092567,79.28024994348334,78.49844347624034,79.09447479248047,331700
2017-05-30,78.97060413446941,79.61308353250769,78.60679626281437,79.20282745361328,373900
2017-05-31,79.47375086749595,79.55889902429213,78.6145328530504,79.0789794921875,773400
2017-06-01,79.14863562583923,80.54970004881034,79.04026632824389,80.50325775146484,355400
2017-06-02,80.4723135444769,81.18445650103422,80.24009609639181,80.65808868408203,359100
2017-06-05,80.65809281481073,81.12253954613698,80.47231766569153,80.57294464111328,568600
2017-06-06,80.55746400389282,80.99868366405119,79.64406117514746,80.01561737060547,526300
2017-06-07,80.0930223961933,80.86709238219198,79.97691071715644,80.30976104736328,625300
2017-06-08,80.1859082530086,80.64261262275606,79.70598863391768,80.32524108886719,418200
2017-06-09,80.80517772170988,81.87339233967997,80.52651201168531,81.23865509033203,598900
2017-06-12,81.23863431782544,81.78822914839512,81.01415924196255,81.4321517944336,780700
