Price,Close,High,Low,Open,Volume
2017-06-29,210.87838745117188,212.94915909376837,209.66388228260166,212.89673652037996,106949700
2017-06-30,211.2715606689453,212.06667188268318,211.0793356868924,211.69095456965547,86820700
2017-07-03,211.62982177734375,212.65210201808634,211.62982177734375,212.21522943662578,39153800
2017-07-05,212.1190948486328,212.3287851332324,211.1841812221538,211.99677107185246,54427600
2017-07-06,210.17935180664062,211.4724906083218,209.9958594996954,211.35016684778833,65400800
2017-07-07,211.54241943359375,211.69095449562056,210.18811190861874,210.75605420350075,57972300
2017-07-10,211.76956176757812,212.14527903330858,211.23657680848842,211.5423928775181,36663300
2017-07-11,211.61231994628906,211.92686870375482,210.4415047560577,211.7695876588761,50354600
2017-07-12,213.20254516601562,213.36855887450096,212.5821935874882,212.5821935874882,59610400
2017-07-13,213.56080627441406,213.6743974199874,212.98413122621804,213.21131351736477,39471600
2017-07-14,214.55686950683594,214.9151082391341,213.46468800516627,213.56080051060496,60262700
2017-07-17,214.5306396484375,214.86266706254005,214.35589328975448,214.47821707406186,33531900
2017-07-18,214.64418029785156,214.6966028598977,213.77916802722223,214.11992801281147,42742500
2017-07-19,215.80633544921875,215.8150681017428,214.95005553928004,214.95880152409805,51034300
2017-07-20,215.9024200439453,216.1820115438022,215.35195636333438,216.05968776281,47135200
2017-07-21,215.710205078125,215.7364163658204,215.09857281245175,215.32575508220222,82340800
2017-07-24,215.6577911376953,215.79758023357027,215.18596127570055,215.63156651665705,46622300
2017-07-25,216.18203735351562,216.51406479826,215.9548683994922,216.40920630753905,54915600
2017-07-26,216.19076538085938,216.50531418170527,215.92865249039903,216.4703702404084,47575400
2017-07-27,215.9897918701172,216.68879063539956,214.6616955493099,216.65384669666707,70766600
2017-07-28,215.7364044189453,215.86746085016472,215.05488431202022,215.50922216177554,50088400
2017-07-31,215.61407470703125,216.234426240792,215.4043710905575,216.138313749778,65838700
2017-08-01,216.09466552734375,216.2519332611237,215.5704130834903,216.21698931993708,55050400
2017-08-02,216.19949340820312,216.33929582636586,215.2645797355687,216.2257046950721,47211200
2017-08-03,215.78009033203125,216.11210439571732,215.50048550756736,216.08589310996032,40856000
2017-08-04,216.17324829101562,216.50526231682767,215.7887983673793,216.26936077192474,60191800
2017-08-07,216.5751953125,216.5751953125,216.1383227591881,216.2431812379417,31995000
2017-08-08,216.04220581054688,217.48389320613168,215.66650182194394,216.26064208269986,61719400
2017-08-09,216.03343200683594,216.0858545689999,214.99367341628587,215.35191203412555,62632600
2017-08-10,212.98411560058594,215.325759564362,212.93169302410396,215.1946897908639,120479500
2017-08-11,213.2986602783203,213.89281390900854,212.97537884138708,213.21129376329955,74869900
2017-08-14,215.4131317138672,215.6315680097827,214.5481325147094,214.5830764558468,73291900
2017-08-15,215.38693237304688,215.8150723364171,215.08112954117746,215.7975936987321,55242700
2017-08-16,215.7625732421875,216.31303680955958,215.3344334306437,215.9111082791012,56715500
2017-08-17,212.39869689941406,215.4655507870858,212.39869689941406,215.15100201225516,128490400
2017-08-18,212.0666961669922,213.35983528609938,211.6210775974352,212.23269655023637,136748000
2017-08-21,212.2327423095703,212.49486858365714,211.29784170849248,212.00557331591966,65469700
2017-08-22,214.45201110839844,214.60927883542794,212.80063331312437,212.81811194911418,63140100
2017-08-23,213.6830596923828,214.11119951120287,213.33356705044497,213.48210208988303,50203800
2017-08-24,213.18508911132812,214.224834665884,212.9753854706238,214.0675669345757,50741700
2017-08-25,213.6830596923828,214.60049454283168,213.53452465294475,213.98012977125893,64445900
2017-08-28,213.69186401367188,214.24231440838597,213.27245673009799,214.21610311969926,40565600
2017-08-29,213.93646240234375,214.19857522893886,212.2588603183935,212.3724514314449,51135700
2017-08-30,214.9499969482422,215.2208690901807,213.73549196375185,213.9189842750921,62030800
2017-08-31,216.24319458007812,216.48784215844407,214.9849994157429,215.5704070734252,103803900
2017-09-01,216.5489959716797,216.97713589716864,216.4004608952349,216.61889718394073,62007000
2017-09-05,214.99371337890625,216.2693870686034,214.02385580172935,216.04220481394543,91398800
2017-09-06,215.72769165039062,216.05971910365733,215.14228394699003,215.67526906983147,57916900
2017-09-07,215.70143127441406,216.05093728576384,215.29077004376,216.03345865212358,58034700
2017-09-08,215.4480438232422,215.9111276069241,215.20339628968537,215.41308655713942,63832800
2017-09-11,217.74598693847656,217.82462078497912,216.70622830486474,216.72369360478308,71364800
2017-09-12,218.47998046875,218.51492440902808,217.92951675024486,218.11300910051094,56896000
2017-09-13,218.58482360839844,218.61978088064765,218.07804981912886,218.1916409554993,59228000
2017-09-14,218.51486206054688,218.71583298975588,218.0867355859045,218.26148190202116,95446300
2017-09-15,218.80909729003906,218.8968973873846,218.26469113173852,218.37005660793648,95432400
2017-09-18,219.2744598388672,219.6256869939277,218.88810192922634,219.17787036145697,46235200
2017-09-19,219.49398803710938,219.58180152825435,219.16910223709678,219.52032940476136,47108100
2017-09-20,219.5730438232422,219.687198698511,218.57203151265423,219.5818332126995,59574100
2017-09-21,218.98472595214844,219.502790777049,218.8091123469146,219.4149906736617,48211400
2017-09-22,219.02859497070312,219.19543255639465,218.6598024437067,218.68614381003096,51214000
2017-09-25,218.580810546875,219.1252301608865,217.83444934788628,218.77398953919203,57064400
2017-09-26,218.7124786376953,219.25688472339672,218.47539294940808,219.01102304608276,54082000
2017-09-27,219.56422424316406,219.9505821457171,218.52808137736662,219.4149520350789,81001400
2017-09-28,219.82763671875,219.90666081217725,219.19541717441996,219.2832172565205,44778800
2017-09-29,220.60037231445312,220.67940981824583,219.63449087507146,219.81888045418575,85578000
2017-10-02,221.55746459960938,221.55746459960938,220.65302859708862,220.82865556360926,59023000
2017-10-03,222.03163146972656,222.05797283606884,221.4784359796249,221.55747347710866,66810200
2017-10-04,222.29505920410156,222.5409208896779,221.7682050787483,221.8823599322148,55953600
2017-10-05,223.6121826171875,223.6297345959484,222.33017804941576,222.62872246983622,63522800
2017-10-06,223.3575439453125,223.6473123924435,222.90095129994648,223.16436498055847,80646000
2017-10-09,222.98878479003906,223.64734588711448,222.72535767151695,223.58588715191988,35803100
2017-10-10,223.5770721435547,223.95465409647824,223.01510060771596,223.55952016320163,43057400
2017-10-11,223.9282989501953,223.9282989501953,223.3136447141977,223.4804689080376,47674300
2017-10-12,223.5946044921875,223.9633970019969,223.35751880786137,223.61216986840404,47065100
2017-10-13,223.86685180664062,224.14784428785433,223.59464871450166,224.0336894175539,54800400
2017-10-16,224.1653594970703,224.358538446601,223.7526736304803,224.0951247867471,38221700
2017-10-17,224.32347106933594,224.36737782191267,223.89320633161967,224.11272669604352,31561000
2017-10-18,224.54293823242188,224.7448931682736,224.34975928562233,224.70098642609977,40888300
2017-10-19,224.60438537597656,224.63951612728752,223.33995969635575,223.76143492289603,61903800
2017-10-20,225.7634735107422,225.7898416751692,224.58686116547295,225.40348375371684,89176400
2017-10-23,224.88539123535156,226.11472650575618,224.80636713315383,226.08838513835693,63915300
2017-10-24,225.2805633544922,225.5176356871953,224.92054676244217,225.31569411386528,66935900
2017-10-25,224.1653594970703,225.06100613594376,223.03264056432835,224.94685128436925,103715300
2017-10-26,224.45510864257812,225.05219741823774,224.3321778123861,224.78000779258642,69798000
2017-10-27,226.2903289794922,226.4484039824023,224.4639316285266,225.20151672008473,85562500
2017-10-30,225.44735717773438,226.1937315871698,225.14881277334277,225.20149550371113,54285700
2017-10-31,225.79864501953125,226.0532961493843,225.50010053487452,225.82498639179744,60304800
2017-11-01,226.09710693359375,226.92250535905882,225.72832785654518,226.5800676446566,54202700
2017-11-02,226.18496704101562,226.32546326973244,224.9556585358881,226.02691883255258,56449500
2017-11-03,226.9401092529297,226.98400259656225,225.9302943802501,226.34299363866583,59589700
2017-11-06,227.29139709472656,227.42310395771185,226.73820147326813,226.8084362012202,49652600
2017-11-07,227.13331604003906,227.73040493057752,226.6240138475261,227.39672972794827,57502200
2017-11-08,227.51962280273438,227.61622567589356,226.67667229483763,226.95766472977436,50469600
2017-11-09,226.69432067871094,226.88749968743318,225.10496845422404,226.3079626612664,95085500
2017-11-10,226.62400817871094,226.79963516420148,225.9917885466269,226.30791176112677,59984700
2017-11-13,226.83470153808594,227.06301122201046,225.90393762242473,225.93906837308495,50228600
2017-11-14,226.30784606933594,226.41321151127892,225.24534867029251,226.02685369288272,61315200
2017-11-15,225.1751708984375,225.86007324111657,224.46392718861364,225.3332191013062,80811500
2017-11-16,227.08938598632812,227.4581919302266,226.07959783084416,226.12349117794184,67777000
2017-11-17,226.42201232910156,227.0630212716927,226.34298823430197,226.7381355052124,75756800
2017-11-20,226.8084259033203,227.0016048925678,226.42206792482534,226.66795645379398,48075500
2017-11-21,228.2923583984375,228.47677477312163,226.77329483434357,227.58111465870104,69176800
2017-11-22,228.09043884277344,228.43287666308956,227.92360122877483,228.3011698091218,45033400
2017-11-24,228.61721801757812,228.72261027543163,228.44161784831442,228.58211406187303,27856500
2017-11-27,228.50308227539062,228.95967485640392,228.30111395077668,228.66113046148232,52274900
2017-11-28,230.8212432861328,230.84758465510984,228.87190159108317,228.96850447527666,98971700
2017-11-29,230.68075561523438,231.48860228871052,230.23295232600296,230.9529587037397,77512100
2017-11-30,232.70034790039062,233.6135332136008,231.5237221031682,231.602746209297,127894400
2017-12-01,232.21730041503906,232.96367464582033,228.96841670002985,232.48074080073576,164390900
2017-12-04,231.9364013671875,234.27207398270193,231.88369183740713,233.84182273198832,94040600
2017-12-05,231.10220336914062,232.82323509394593,230.97049654271137,231.10220336914062,77994500
2017-12-06,231.1461181640625,231.57639623288082,230.68073613621374,231.1988008995235,75898600
2017-12-07,231.87503051757812,232.19112705283118,230.88279395371322,231.87503051757812,77218600
2017-12-08,233.13937377929688,233.1481363703664,231.83980381263683,232.8320399659141,76563900
2017-12-11,233.841796875,233.90326898885155,233.11300128632516,233.841796875,83077500
2017-12-12,234.2545166015625,234.72868798333855,233.87694809242296,234.63208511070204,85195800
2017-12-13,234.2281951904297,234.93943892523032,234.14038169789177,234.50039825945632,102905400
2017-12-14,233.27101135253906,234.64081562561097,233.21832863410606,234.52666080337056,100666700
2017-12-15,235.2136688232422,235.6814297056942,234.22519502892033,234.27814705833822,144610300
2017-12-18,236.7051239013672,237.05814627466236,236.51095755597274,236.61686157457322,83653600
2017-12-19,235.7961883544922,236.99647036968594,235.72556768660246,236.95235265267473,82382900
2017-12-20,235.6725616455078,236.81989136380682,235.372491210474,236.76693934197067,76751500
2017-12-21,236.157958984375,236.87286513127822,235.91084057659003,236.29917335080734,67032300
2017-12-22,236.09620666503906,236.21094502457504,235.55782519349802,236.17563469843614,78720900
2017-12-26,235.81378173828125,236.03442414591586,235.5490216226748,235.6902090617398,45244400
2017-12-27,235.9285125732422,236.29036934228577,235.6549181512143,235.98146459467424,57751000
2017-12-28,236.41392517089844,236.45806981323372,236.0432610050545,236.43159380138772,45116100
2017-12-29,235.52249145507812,237.0140361130035,235.3283520153308,236.99639441863133,96007400
2018-01-02,237.2082061767578,237.24351649993596,235.99909021328455,236.38742296658933,86655700
2018-01-03,238.70858764648438,238.85863632113313,237.3758990050161,237.3758990050161,90070400
2018-01-04,239.7147216796875,240.2001511312624,238.77039265557013,239.3528918371276,80636400
2018-01-05,241.3121337890625,241.4356794976988,240.01475571203977,240.50899241434556,83524000
2018-01-08,241.75352478027344,241.91238087574536,240.92390703650833,241.2151432115402,57319200
2018-01-09,242.30062866210938,242.92724544128825,241.8946273154796,242.17705600864397,57254000
2018-01-10,241.92996215820312,242.1947491850902,240.87089485231098,241.5416293992104,69574300
2018-01-11,243.69508361816406,243.69508361816406,242.31827736650422,242.48596772455488,62361500
2018-01-12,245.28378295898438,245.45144642286326,243.65983100860475,243.95992840853063,90816100
2018-01-16,244.4453125,247.19892544746014,243.74807494795473,246.5458325374283,106555100
2018-01-17,246.77525329589844,247.16358604371615,244.4452837428768,245.38080528974183,113258800
2018-01-18,246.36045837402344,247.08414488021808,245.86619468444889,246.6605287661301,100728000
2018-01-19,247.4813995361328,247.4813995361328,246.3605455922851,246.94301795536694,140920100
2018-01-22,249.49366760253906,249.49366760253906,247.21662235628645,247.26960132531224,91322400
2018-01-23,250.0231170654297,250.31435314470886,249.21114128793693,249.5376876881201,97084700
2018-01-24,249.92605590820312,251.26757895423165,248.74341586186387,250.66741114916712,134816100
2018-01-25,250.03196716308594,250.88806078755948,249.23765987727975,250.7909910558432,84587300
2018-01-26,252.9267120361328,252.97085666388418,250.61438465253914,250.87033730508412,107743100
2018-01-29,251.24993896484375,252.7944359597177,251.09108288093321,252.35315110403943,90118300
2018-01-30,248.6727752685547,251.30281497513533,248.19618022710023,249.4141303697716,131796400
2018-01-31,248.79638671875,250.03197888056295,247.71965063476534,249.52893463410672,108364800
2018-02-01,248.51397705078125,249.8201899701318,247.71966966672517,248.06388479568778,90102500
2018-02-02,243.10374450683594,247.3224250313871,243.06843419043827,247.19001807836568,173174800
2018-02-05,232.9365997314453,243.45684174130463,232.389410861459,241.33867998198522,294681800
2018-02-06,237.5259246826172,238.0289957423449,228.32073161681018,229.4151091357553,355026800
2018-02-07,236.2374267578125,240.37665357916381,236.15797178860365,236.96994770614245,167376100
2018-02-08,227.3763885498047,236.67867878311245,227.341078227703,236.53746442858989,246449500
2018-02-09,230.79193115234375,232.6541399247731,223.21948299983993,230.17412171031333,283565300
2018-02-12,234.1810302734375,235.6549334560519,230.93318038986496,232.84834146844216,143736000
2018-02-13,234.7635498046875,235.3107387316518,232.3894350598461,232.9719343177442,81223600
2018-02-14,237.93186950683594,238.29372617494488,233.2630700710332,233.2719043834366,120735700
2018-02-15,240.96798706054688,240.9768213757664,237.2082317857768,239.67944293122517,111200300
2018-02-16,241.03857421875,242.98907245701633,240.29721897546403,240.34136361647205,160420100
2018-02-20,239.52935791015625,241.53280792118028,238.73505074362706,240.08538100689185,86369700
2018-02-21,238.33790588378906,242.45951770059347,238.24083615761157,239.9706650043789,98883700
2018-02-22,238.64678955078125,240.98559335995316,237.97605503981436,239.26459897986842,110511300
2018-02-23,242.45069885253906,242.45069885253906,239.39701543220127,239.87361058044894,92766400
2018-02-26,245.2660675048828,245.3631641590026,242.93609794650865,243.52740444984997,86491400
2018-02-27,242.20352172851562,246.1662767763648,242.1417354044071,245.45137076031725,99099200
2018-02-28,239.74996948242188,243.75684205577346,239.4322574301841,243.30672304788965,121907800
2018-03-01,236.2638702392578,241.09152656979737,234.76349128829776,239.5381956025807,176855100
2018-03-02,237.48182678222656,238.04668427985953,233.72209843242288,234.58699944157743,139083200
2018-03-05,240.22662353515625,240.84443303374246,236.18443965125945,236.29037062858703,97307400
2018-03-06,240.8355712890625,241.28569035630616,239.33519235417288,241.2062353988882,79213200
2018-03-07,240.74734497070312,241.10036743941063,238.47032715373496,238.66449355160728,87063500
2018-03-08,241.91233825683594,242.03588399802885,240.42962775919693,241.42690880544725,66901200
2018-03-09,246.1221160888672,246.1221160888672,243.00664728776303,243.3243862668211,113625300
2018-03-12,245.8133087158203,247.0400935548758,245.42497588431283,246.41347659517118,71924800
2018-03-13,244.22463989257812,247.481323592635,243.6156647659734,246.9782524995468,91968900
2018-03-14,242.97137451171875,245.37196464819485,242.4153783467525,245.1866325932061,105895100
2018-03-15,242.7066192626953,244.1275432690233,242.20354816954583,243.48328475375743,83433000
2018-03-16,242.9698486328125,244.02431508135098,242.91668452967286,243.23566914851065,100343700
2018-03-19,239.68234252929688,243.14701357394614,238.02533182136833,242.2166148792371,109208400
2018-03-20,240.0899658203125,240.7279619844799,239.40764821702882,240.08109612413793,59757300
2018-03-21,239.62925720214844,242.14579098662944,239.41660075442965,240.0457274401084,78709600
2018-03-22,233.63912963867188,238.2468557136502,233.36441243083055,237.39620316841305,148785900
2018-03-23,228.65916442871094,234.40999873395103,228.4642204346053,234.08214452608075,183534800
2018-03-26,234.9150848388672,235.19864468901096,229.86430683674024,232.27451147945092,141956100
2018-03-27,230.9188232421875,236.38607251182773,229.3592707692246,235.85443147946452,129941400
2018-03-28,230.23651123046875,232.7264896554091,229.128880649277,231.0517392366013,146452300
2018-03-29,233.17837524414062,235.0480696523385,230.2453717454646,231.37958433369798,111601600
2018-04-02,228.14524841308594,233.16060140717715,225.6641539602487,232.6466458301435,186286300
2018-04-03,231.0693817138672,231.54788555193255,227.58699870972023,229.38578914793834,119956900
2018-04-04,233.54161071777344,234.25048323050345,227.37433332341269,227.50724353933046,123715300
2018-04-05,235.38478088378906,236.27088526529693,234.21511661017638,235.30500769270483,82652600
2018-04-06,230.1390380859375,234.91512678663153,228.61493742145734,233.4176352144998,179521200
2018-04-09,231.27322387695312,234.67586116714338,230.33395547588924,231.60107814350746,105442900
2018-04-10,234.9506072998047,235.73925330006728,233.02777564109286,234.1708309980775,103529000
2018-04-11,233.7189178466797,235.38479853552198,233.39106352761723,233.4619399850787,91140200
2018-04-12,235.6417236328125,236.58986177865168,234.87081717392303,235.0480488608727,68890500
2018-04-13,234.9506072998047,237.06841007571214,233.94046221203178,236.9532121618074,85079200
2018-04-16,236.88226318359375,237.65319668055596,235.7657900947769,236.58986064745943,63405300
2018-04-17,239.41653442382812,240.01907888660645,238.14054200749845,238.65447062768973,64682000
2018-04-18,239.59375,240.40008110058082,239.1329584662319,239.8595704681303,57303900
